x_mu,x_sigma
500151.9,28434.807341296804
2.166363310796553e-06,1.2362044507274265e-07
8.706128274484606e-06,4.968028431742805e-07
0.05529849460146934,0.02541277702114092
0.05446995488533585,0.025464845400407606
0.10174411996476233,0.05489463025240154
