Uo(V),f(Hz),L(H),C(F),Ron,RL,RC,Psw1(W),Psw2(W),Prl(W),Prc(W),Pin(W),Po(W),IL_Ripple(A),Vo_Ripple(V),IL_Ripple_factor,Vo_Ripple_factor,Efficiency
9.31669180293542,531473,2.0320881775e-06,8.1665066292e-06,0.0915212743368057,0.0214288134664155,0.183541412666414,188.794809034588,0.627935076402472,176.907424441617,0.0594648727708408,1539.76400532635,1185.13801094494,1.45195315802514,0.104540627899012,0.0113163545501352,0.0113163546065524,0.769688086515406
9.38483048704115,513236,2.10429510010989e-06,8.45669005638299e-06,0.0187786364499469,0.0350648396980344,0.113907488648947,40.2872603972914,0.653838031223263,301.027711513997,0.0790720042098661,1569.42835056606,1231.0641092651,1.36881924805047,0.0985549858611425,0.0104676275020175,0.0104676275021774,0.784402874346628
9.01612268773128,545751,1.97892445455895e-06,7.95285355002149e-06,0.0968399681679349,0.0241851773509793,0.194412628534517,186.091280707696,0.601073454857941,189.758477853846,0.0539160986816616,1507.65738468213,1136.20367232464,1.46910177516818,0.105775328618094,0.0116939268334189,0.0116939269225235,0.753621932853265
7.27700637418504,545717,1.97904774819183e-06,7.95334903947976e-06,0.0536838083850557,0.082025242199992,0.0369584043391709,68.3577343767417,0.391637693248208,417.438174964121,0.0663233816661648,1208.37990391853,729.299296025847,0.767308502440512,0.0552462126199054,0.0076237871033074,0.0076237871646033,0.60353477715152
6.97578492784244,492176,2.19433698514353e-06,8.81854819775401e-06,0.092416197267016,0.0812986596603599,0.192303561014652,109.964281739124,0.366507729216857,387.097904644354,0.0590976641847392,1168.22828425035,681.643947026598,1.52982588009696,0.110147463336432,0.0157208432662539,0.0157208432618944,0.58348522820093
7.3729733951042,515574,2.09475264462521e-06,8.41834106797041e-06,0.0132140510716771,0.0864216375281899,0.187458717073935,17.5739958372571,0.408776094872559,459.274060066295,0.0656139202670776,1233.93647015435,760.410261309494,1.6418786322697,0.11821526143788,0.0159745208790602,0.0159745208674999,0.616247497097135
7.21685309549692,517874,2.08544935640716e-06,8.38095323916199e-06,0.07819661175205,0.0768819221312425,0.084523133711492,99.0832075336383,0.390061778262606,389.946283240361,0.0701981286006667,1205.62768131392,726.035831868508,1.15090013653303,0.0828648098057769,0.0114603080109773,0.0114603080075737,0.60220567520253
7.76796480517684,515548,2.09485828671627e-06,8.41876561984098e-06,0.0254068019030406,0.0735441479217648,0.0160482408117099,36.8053631688222,0.444126857712225,425.533782152022,0.0445861577247044,1288.7259654348,829.333663947084,0.548417305982358,0.0394860460285599,0.0051097713540262,0.0051097713537451,0.64352987849304
10.4810100910348,477692,2.26087102149502e-06,9.08593356760795e-06,0.0141554251568038,0.0187418603112263,0.166456987382186,36.345435350113,0.792330031611059,194.874965737392,0.067310587122734,1733.49857397449,1502.18149064636,1.56221020695353,0.112479135227809,0.0108148162022643,0.0108148162337202,0.866560557475525
6.99098229557919,519483,2.0789900728224e-06,8.35499482712192e-06,0.0385389532054774,0.095519984395452,0.0165447552955527,45.2193240268721,0.361662009364028,447.613195939817,0.0438011840133664,1159.24687503658,670.615557270715,0.53708828869212,0.0386703567580543,0.0055650193203879,0.0055650193163904,0.578492443423283
