Uo(V),f(Hz),L(H),C(F),Ron,RL,RC,Psw1(W),Psw2(W),Prl(W),Prc(W),Pin(W),Po(W),Vo_Ripple(V),Vo_Ripple_factor,Efficiency
11.1495121128291,550000,1e-06,9.57631480693817e-06,0.01,0.01,0.2,32.3458712293112,0.86678774772822,118.041016024417,0.0855223004589747,1843.08033450407,1691.5618551252,0.13897244407985,0.012591687451913,0.917790626625271
